Website,Trustworthiness,Avg_Daily_Visitors,Child_Safety,Avg_Daily_Pageviews,Privacy,Facebook_likes,Twitter_mentions,Google_pluses,LinkedIn_mentions,Pinterest_pins,StumbleUpon_views,Traffic_Rank,Reach_Day,Month_Average_Daily_Reach,Daily_Pageviews,Month_Average_Daily_Pageviews,Daily_Pageviews_per_user,Location,Hosted_by,Registrar,subnetwork_count,Status
google.com.af,Excellent,4565990.5,Excellent,13283496.0,Excellent,9,1,37,7,0,7,954,0.071616,0.067968,0.009888,0.009154,5.376,United States,Google Inc.,Unknown,1,Risky
google.com,Excellent,515007350.0,Excellent,4192159833.0,Excellent,94200,11200,11700000,1670,10800,246000,1,41.52366910994765,41.07112209424084,8.012828481675392,7.753054492146597,8.07380104712042,United States,Google Inc.,MARKMONITOR INC.,1,Safe
youtube.com,Excellent,506457282.0,Excellent,2679159025.0,Excellent,13500,16500,19300000,60000,47,329000,2,42.6048,40.56768,5.93472,5.045568,5.2416,United States,Google Inc.,MARKMONITOR INC.,1,Safe
facebook.com,Excellent,270071255.0,Good,1082985733.0,Excellent,5870000,64400,127000,6230,4150,23100,3,21.4368,21.5136,2.04672,2.01696,3.5904,Ireland,Facebook,MARKMONITOR INC.,1,Safe
yahoo.com,Excellent,99572035.0,Excellent,383352336.0,Excellent,17200,1110,798000,7500,433,68900,6,7.6992,7.924800000000001,0.7320960000000001,0.70391,3.5808,United States,Yahoo! Inc.,MARKMONITOR INC.,2,Safe
acbar.org,Unknown,100388.0,Unknown,712760.0,Unknown,3,12,12,146,0,8,8011,0.01056,0.009274,0.00192,0.00167,7.008,United States,"ARYAN ICT Solutions, LLC",Public Interest Registry,1,Risky
bbc.com,Excellent,9282040.0,Excellent,24690228.0,Excellent,9,9370,7200,1120,16,136,104,0.7485866666666667,0.756672,0.047136,0.0475734444444444,2.638933333333333,United States,Fastly,TUCOWS DOMAINS INC.,1,Safe
wikipedia.org,Excellent,118921355.0,Excellent,397197324.0,Excellent,476,162,126000,1240,5,5,5,8.8128,9.55488,0.78288,0.760608,3.3408,United States,Wikimedia Foundation Inc.,Public Interest Registry,1,Safe
jobs.af,Unknown,54630.0,Unknown,169355.0,Unknown,3,192,244,149,0,1,17003,0.00659,0.005415,0.000554,0.00041,3.3425,United States,"SingleHop, Inc.",Unknown,1,Risky
live.com,Excellent,56576433.0,Excellent,186702228.0,Excellent,3,968,23100,80900,0,3650,15,3.9456,4.47456,0.320448,0.3456,3.0624,United States,Microsoft Corporation,"CSC CORPORATE DOMAINS, INC.",1,Safe
espncricinfo.com,Excellent,2708739.0,Excellent,9588936.0,Excellent,225,565,1390000,1240,2,9820,323,0.24192,0.218976,0.020448,0.017885,3.5520000000000005,United States,"NTT America, Inc.","CSC CORPORATE DOMAINS, INC.",2,Safe
blogfa.com,Good,1660422.0,Good,3486885.0,Good,8,740,77,12,0,3,560,0.12864,0.14208,0.006269,0.007181,1.8432,United States,"CloudFlare, Inc.",TUCOWS DOMAINS INC.,2,Safe
azadiradio.com,Excellent,42395.0,Unknown,190779.0,Excellent,3,2,3,147,0,117,27256,0.003629,0.003199,0.000344,0.000333,4.011,United States,"Akamai Technologies, Inc.","NETWORK SOLUTIONS, LLC.",1,Safe
msn.com,Excellent,22403678.0,Excellent,71019660.0,Excellent,47200,679,98500,247,60,14600,39,1.6128,1.77696,0.1296,0.13104,3.0144,United States,Microsoft Corporation,MARKMONITOR INC.,1,Safe
varzesh3.com,Excellent,2364472.0,Excellent,14896181.0,Excellent,12,192,16800,12,0,1,173,0.18528,0.20352,0.027072,0.031709,6.2496,"Iran, Islamic Republic of",Aria Shatel Company Ltd,"GODADDY.COM, LLC",2,Safe
ask.com,Excellent,8592595.0,Excellent,21567415.0,Excellent,783,146000,62500,270,1,9480,112,0.68832,0.680256,0.043968,0.040397,2.4,United States,"Akamai Technologies, Inc.",MARKMONITOR INC.,2,Safe
myway.com,Unsatisfactory,3850265.0,Unsatisfactory,11127268.0,Unsatisfactory,3,192,816,17,0,1960,225,0.31008,0.312384,0.022752,0.02137,2.7648,United States,"Mindspark Interactive Network, Inc.",MARKMONITOR INC.,1,Safe
booksecure.net,Good,75222.0,Excellent,503985.0,Good,3,16,3920,147,0,117,11228,0.006017,0.006188,0.001051,0.000955,6.685,Unknown,Unknown,"NETWORK SOLUTIONS, LLC.",1,Risky
savefrom.net,Excellent,11707659.0,Excellent,13229654.0,Excellent,51,8,6880,98,0,6,118,1.0656,0.920928,0.030816,0.024451,1.0848,United Kingdom,UK-2 Limited,"GODADDY.COM, LLC",1,Safe
onclkds.com,Unsatisfactory,25646796.0,Unknown,49754784.0,Unsatisfactory,3,192,10,2,0,117,44,2.3616,2.2176,0.1152,0.10176,1.8432,Netherlands,Webzilla B.V.,URL SOLUTIONS INC.,1,Safe
instagram.com,Excellent,47854006.0,Excellent,156961142.0,Excellent,362,3310000,1390000,21300,36,392,17,3.8208,3.83808,0.28992,0.308544,3.2448,United States,"Facebook, Inc.",REGISTRARSEC LLC,1,Safe
flyariana.com,Good,23287.0,Excellent,107122.0,Good,3,192,2,5,0,144,35704,0.001624,0.00191,0.000162,0.000214,4.202,United States,Zapways,"REGISTER.COM, INC.",1,Safe
linkedin.com,Excellent,31156540.0,Excellent,135219383.0,Excellent,203,284,315000,236000,12,6820,24,1.632,2.43456,0.1392,0.2428799999999999,3.2064,United States,LinkedIn Corporation,MARKMONITOR INC.,1,Safe
twitter.com,Excellent,64764259.0,Excellent,206597988.0,Excellent,300,13300000,67700,1950,643,25700,12,4.8768,5.15712,0.3792,0.384768,2.928,United States,Twitter Inc.,"CSC CORPORATE DOMAINS, INC.",4,Safe
blogspot.com,Excellent,20898095.0,Excellent,44303962.0,Excellent,456,1400,1840000,1030,0,99,52,1.6691478260869566,1.6777878260869563,0.0814789565217391,0.0836162173913043,2.040208695652174,United States,Google Inc.,MARKMONITOR INC.,1,Safe
state.gov,Excellent,895296.0,Excellent,5004707.0,Excellent,699,1670,526000,972,1,28900,968,0.07296,0.1152,0.013344,0.018384,6.912,United States,"Akamai Technologies, Inc.",Unknown,1,Risky
zapmeta.ws,Unknown,914814.0,Unknown,1948553.0,Unknown,3,192,1,147,0,117,1464,0.07872,0.071424,0.003648,0.003475,1.92,United Kingdom,Everbread Limited IP Space,Samoa Nic,1,Risky
microsoft.com,Excellent,26567811.0,Excellent,73327159.0,Excellent,109,222,3450,12,28,1270,47,1.5936,1.8595200000000005,0.09984,0.112224,2.352,United States,"Akamai Technologies, Inc.",MARKMONITOR INC.,1,Safe
taand.com,Unknown,24395.0,Unknown,56111.0,Unknown,3,16,22,1,0,1,44408,0.002292,0.002006,0.000105,0.000112,1.91,United States,"OVH Hosting, Inc.","ENOM, INC.",1,Risky
thefuncoolstuff.com,Unknown,653024.0,Unknown,764038.0,Unknown,3,1,3920,147,0,117,2740,0.048,0.053376,0.001248,0.001488,1.152,Canada,Bravenet Web Services Inc,MONIKER ONLINE SERVICES LLC,1,Risky
wordpress.com,Good,24736274.0,Excellent,48483097.0,Good,530,399000,19900,2110,25,9840,41,1.776,2.00448,0.091392,0.092285,1.9392,United States,"Automattic, Inc",MARKMONITOR INC.,2,Safe
trackmedia101.com,Unknown,4317058.0,Unknown,10922157.0,Unknown,3,192,3920,147,0,117,278,0.38304,0.28128,0.023424,0.01656,2.4096,United States,Amazon Technologies Inc.,INWX GMBH & CO. KG,1,Risky
aliexpress.com,Excellent,16128136.0,Excellent,144346819.0,Excellent,30,86,1880,840,2,172,42,1.296,1.31424,0.2966399999999999,0.276192,8.6112,United States,"Akamai Technologies, Inc.",MARKMONITOR INC.,1,Safe
tolonews.com,Unknown,26450.0,Unknown,71415.0,Unknown,3,244,21400,16,0,269,40909,0.00277,0.002197,0.000162,0.000132,2.3875,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
amazon.com,Excellent,48820414.0,Excellent,399350988.0,Excellent,2110,6410000,106000,112000,109,4860,11,3.7824,3.90336,0.770688,0.746035,7.68,United States,Amazon Technologies Inc.,MARKMONITOR INC.,4,Safe
aparat.com,Excellent,1986676.0,Excellent,11383656.0,Excellent,3,16,332,161,0,1,392,0.14784,0.15648,0.019488,0.021341,5.616,"Iran, Islamic Republic of",Saba Idea Network Infrastructure,"ENOM, INC.",1,Safe
sputniknews.com,Good,957184.0,Good,3302286.0,Good,3,13200,1690,220,0,11,875,0.08064,0.083904,0.005933,0.006931,3.168,Russian Federation,"""HLL"" LLC","REGIONAL NETWORK INFORMATION CENTER, JSC DBA RU-CENTER",1,Safe
reimageplus.com,Very poor,5037812.0,Poor,8614659.0,Very poor,3,192,672,34,0,171,208,0.39456,0.397056,0.015072,0.016464,1.6224,United States,Rackspace Hosting,"GODADDY.COM, LLC",1,Safe
softonic.com,Excellent,4814923.0,Excellent,13337338.0,Excellent,3,4,917,86,1,78,170,0.40896,0.395136,0.028992,0.023875,2.6688,Spain,SOFTONICINTERNATIONAL /26,"NETWORK SOLUTIONS, LLC.",1,Safe
afsaana.com,Unknown,17657.0,Unknown,22954.0,Unknown,3,192,3920,147,0,117,70701,0.000955,0.00191,4.8e-05,6.3e-05,0.955,United States,Unified Layer,"ENOM, INC.",1,Risky
bing.com,Excellent,22430345.0,Excellent,78506210.0,Excellent,3,80,13900,5520,157,5160,40,1.8336,1.75296,0.16032,0.145824,3.3024,United States,Microsoft Corporation,MARKMONITOR INC.,2,Safe
flydubai.com,Excellent,128194.0,Excellent,666610.0,Excellent,3,87,101,20,0,2,7451,0.0096,0.010464,0.001056,0.001248,4.224,United States,Incapsula Inc,"GODADDY.COM, LLC",1,Safe
taqaror.com,Unknown,14697.0,Unknown,86718.0,Unknown,3,192,3920,147,0,117,68035,0.000783,0.001051,0.000105,0.000144,4.775,United States,"CloudFlare, Inc.","LAUNCHPAD.COM, INC.",2,Risky
xvideos.com,Excellent,14858061.0,Very poor,146500484.0,Excellent,3,1320,207,432,3,76800,62,1.3344,1.18752,0.3468479999999999,0.265728,9.792000000000002,Netherlands,"ServerStack, Inc.","VIRTUAL REGISTRAR, INC.",17,Safe
extratorrent.cc,Excellent,2970524.0,Good,22100702.0,Excellent,10,1100,18800,33,0,21,279,0.26496,0.2351999999999999,0.052512,0.039562,7.5936,United States,"CloudFlare, Inc.",INTERNET DOMAIN SERVICE BS CORP,2,Safe
beytoote.com,Excellent,529167.0,Excellent,1158876.0,Excellent,1,2,1450,147,0,117,655,0.04608,0.048576,0.002774,0.00239,2.304,United States,"SingleHop, Inc.","ONLINENIC, INC.",2,Safe
p30download.com,Excellent,608314.0,Excellent,1599865.0,Excellent,4,262,28700,3,0,98,1508,0.04896,0.051264,0.00287,0.003274,2.208,"Iran, Islamic Republic of",Hostiran Network,REALTIME REGISTER BV,1,Safe
stackoverflow.com,Excellent,18173611.0,Excellent,76147434.0,Excellent,636,29900,4390,250,0,47400,51,1.008,1.42368,0.1056,0.141504,3.9552,United States,Fastly,"NAME.COM, INC.",4,Safe
xnxx.com,Excellent,6092386.0,Very poor,50749572.0,Excellent,3,11900,59700,289,1,32600,136,0.54144,0.489024,0.1152,0.093206,8.016,Netherlands,"ServerStack, Inc.",GANDI SAS,17,Safe
mohe.gov.af,Good,4565990.5,Unknown,13283496.0,Good,3,13,29,1,0,117,57192,0.001337,0.001051,0.000201,7.8e-05,6.112,United States,"ARYAN ICT Solutions, LLC",Unknown,1,Risky
gazetaexpress.com,Good,44412.0,Unknown,262029.0,Good,8,35,1190,0,0,16,695,0.003264,0.003331,0.000403,0.000463,5.28,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Safe
joq.al,Unknown,23152.0,Unknown,152807.0,Unknown,0,7,11,0,0,1,1375,0.001824,0.001661,0.000202,0.000212,4.416,United States,"CloudFlare, Inc.",Unknown,2,Risky
balkanweb.com,Excellent,26162.0,Excellent,128194.0,Excellent,0,4990,21,10,0,7,3410,0.001536,0.002064,0.000154,0.000232,3.84,United States,"CloudFlare, Inc.","ENOM, INC.",2,Safe
google.al,Good,198677.0,Excellent,1615248.0,Good,7,7,59,64,0,1,4300,0.01632,0.016128,0.002851,0.002656,7.104,United States,Google Inc.,Unknown,1,Risky
gazetablic.com,Unknown,11304.0,Unknown,49739.0,Unknown,3,103,14,1,0,0,5364,0.000787,0.00072,7.4e-05,6.9e-05,3.648,United States,"CloudFlare, Inc.","WILD WEST DOMAINS, LLC",2,Risky
syri.net,Unknown,12780.0,Unknown,83070.0,Unknown,0,67,3,0,0,0,4347,0.00144,0.001152,0.000163,0.000154,4.896,France,OVH SAS,"GODADDY.COM, LLC",1,Risky
merrjep.com,Good,11196.0,Good,134347.0,Good,785,452,54,4,0,0,5079,0.001248,0.000913,0.000374,0.000283,12.48,Sweden,Mac-cargo,"ASCIO TECHNOLOGIES, INC. DANMARK - FILIAL AF ASCIO TECHNOLOGIES, INC. USA",1,Safe
koha.net,Good,23075.0,Excellent,73839.0,Good,49,765,33,20,0,1,4470,0.001536,0.001766,9.6e-05,0.000131,2.688,Italy,Hekuran Doli,"NETWORK SOLUTIONS, LLC.",1,Safe
gazetatema.net,Good,20338.0,Excellent,181010.0,Good,2,10,36,0,0,0,5336,0.001632,0.001718,0.000413,0.000415,10.56,Italy,OVH SAS,"GODADDY.COM, LLC",1,Safe
xing.al,Unknown,4395.0,Unknown,9229.0,Unknown,0,7,11,0,0,0,7126,0.00047,0.00024,2.3e-05,1.1e-05,1.92,United States,"CloudFlare, Inc.",Unknown,2,Risky
tvklan.al,Good,8664.0,Excellent,50252.0,Good,10,137,44,0,0,0,5409,0.000701,0.00072,0.000106,7.2e-05,6.048,United States,"CloudFlare, Inc.",Unknown,2,Risky
noa.al,Unknown,8906.0,Unknown,33843.0,Unknown,4,6,5,0,0,1,6226,0.00072,0.000461,5.5e-05,5.1e-05,2.976,United States,"CloudFlare, Inc.",Unknown,2,Risky
merrjep.al,Good,5687.0,Unsatisfactory,62558.0,Good,266,132,19,23,0,0,9014,0.000413,0.000442,8.9e-05,0.000117,9.216,Sweden,Mac-cargo,Unknown,1,Risky
albeu.com,Good,11503.0,Excellent,42560.0,Good,16,1150,161,4,0,1,7163,0.00096,0.000816,7.4e-05,7.6e-05,3.264,United States,"CloudFlare, Inc.","ONLINENIC, INC.",2,Safe
gazetaglobale.net,Unknown,2761.0,Unknown,3589.0,Unknown,0,7,11,0,0,0,5592,0.000192,0.00023,6e-06,9e-06,0.96,United States,"CloudFlare, Inc.","DYNADOT, LLC",2,Risky
gjirafa.com,Unknown,12819.0,Unknown,33330.0,Unknown,0,264,20,109,0,0,8309,0.000854,0.001056,5.5e-05,6.8e-05,2.688,United States,"CloudFlare, Inc.","ENOM, INC.",2,Risky
anabel.al,Unknown,4071.0,Unknown,13844.0,Unknown,1,3,11,0,0,0,9393,0.000432,0.000317,3.6e-05,2.7e-05,2.88,United States,"CloudFlare, Inc.",Unknown,2,Risky
opinion.al,Unknown,9093.0,Unknown,20914.0,Unknown,0,3,5,0,0,0,9717,0.000525,0.000659,3e-05,3.9e-05,2.3875,United States,"CloudFlare, Inc.",Unknown,2,Risky
lexo.al,Unknown,7141.0,Unknown,19998.0,Unknown,0,7,1,0,0,0,8520,0.000624,0.000509,4.1e-05,3.4e-05,2.784,Albania,MCNETWORKING-AS56468,Unknown,1,Risky
arbresh.info,Unknown,3400.0,Unknown,8161.0,Unknown,0,7,19,0,0,0,9863,0.000392,0.000306,1.9e-05,1.9e-05,2.0055,Italy,Hekuran Doli,Afilias Global Registry Services,1,Risky
periskopi.com,Unknown,5769.0,Unknown,23075.0,Unknown,0,7,2,0,0,0,8724,0.00049,0.000355,3.8e-05,2.5e-05,3.264,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
living.al,Unknown,2400.0,Unknown,8161.0,Unknown,1,7,1,6,0,0,16828,0.000191,0.00022,1e-05,1.3e-05,1.91,United States,WEBSITEWELCOME.COM,Unknown,1,Risky
revistaclass.al,Unknown,4156.0,Unknown,11222.0,Unknown,0,7,11,28,0,0,12121,0.000258,0.000267,2.5e-05,1.4e-05,3.82,United States,"CloudFlare, Inc.",Unknown,2,Risky
360grade.al,Unknown,6121.0,Unknown,27545.0,Unknown,0,7,2,0,0,0,14571,0.00064,0.000382,4.2e-05,3.6e-05,2.674,United States,"CloudFlare, Inc.",Unknown,2,Risky
revistawho.com,Unknown,1700.0,Unknown,3571.0,Unknown,0,1,11,2,0,0,13938,0.000191,0.00021,1e-05,1e-05,1.91,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
infokusi.com,Unknown,1177.0,Unknown,1530.0,Unknown,0,17,11,0,0,0,14028,7.6e-05,9.4e-05,2e-06,3e-06,0.955,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
filma24.tv,Unsatisfactory,59755.0,Very poor,334629.0,Unsatisfactory,2,7,202,0,0,0,13999,0.004489,0.005071,0.000535,0.000677,4.966,United States,"CloudFlare, Inc.","ENOM, INC.",2,Safe
ikub.al,Good,8432.0,Excellent,41318.0,Good,37,7,123,32,0,1,14556,0.000382,0.000659,7.4e-05,7.4e-05,7.64,United States,Amazon Technologies Inc.,Unknown,1,Risky
shije.al,Unknown,2616.0,Unknown,10201.0,Unknown,0,7,11,1,0,0,16540,0.000191,0.000229,1.1e-05,2e-05,1.91,Netherlands,"Choopa, LLC",Unknown,1,Risky
insajderi.com,Unknown,9274.0,Unknown,20404.0,Unknown,0,7,1,0,0,0,19100,0.000907,0.000688,4.6e-05,3.7e-05,2.101,United States,"CloudFlare, Inc.","PSI-USA, INC. DBA DOMAIN ROBOT",2,Risky
sovrani.info,Unknown,2266.0,Unknown,6121.0,Unknown,0,7,11,0,0,0,28388,0.000258,0.000134,2.8e-05,8e-06,4.775,United States,"CloudFlare, Inc.",Afilias Global Registry Services,2,Risky
kohajone.com,Good,5951.0,Excellent,32137.0,Good,1,12,26,0,0,159,19868,0.000516,0.000449,5.7e-05,5.3e-05,4.775,Albania,MCNETWORKING-AS56468,REGISTER.IT SPA,1,Safe
prive.al,Unknown,1428.0,Unknown,3571.0,Unknown,1,2,2,0,0,0,20127,0.000191,0.000134,1.1e-05,6e-06,2.865,United States,"CloudFlare, Inc.",Unknown,2,Risky
gazetametro.net,Unknown,2953.0,Unknown,5611.0,Unknown,0,7,1,0,0,0,27380,0.000382,0.000191,1.9e-05,1e-05,1.91,France,Hekuran Doli,"GODADDY.COM, LLC",1,Risky
shkarko.im,Unknown,595.0,Unknown,3571.0,Unknown,0,1,9,1,0,0,22058,2.9e-05,8.1e-05,2e-06,1e-05,1.91,United States,"CloudFlare, Inc.",NetIM,2,Risky
shekulli.com.al,Good,8707.0,Excellent,50500.0,Good,0,33,5,0,0,4,15609,0.000774,0.000716,0.000105,0.0001,5.2525,United States,Digital Energy Technologies Chile SpA,Unknown,1,Risky
ntd.tv,Unsatisfactory,163932.0,Good,216392.0,Unsatisfactory,1,7,158,5,0,1,37,0.00816,0.009408,0.00025,0.000295,1.248,United States,"CloudFlare, Inc.","NAME.COM, INC.",2,Safe
orainfo.com,Good,2295.0,Unknown,4591.0,Good,0,562,1,0,0,0,17646,0.000191,0.000143,8e-06,1e-05,0.955,Germany,myLoc managed IT AG,"NAME.COM, INC.",1,Safe
telegrafi.com,Excellent,47969.0,Excellent,249441.0,Excellent,83,268,656,6,0,53,20720,0.003725,0.003553,0.000506,0.000442,5.2525,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Safe
kosova-sot.info,Unsatisfactory,1553.0,Unknown,6057.0,Unsatisfactory,2,8,6,1,0,0,350613,2.8e-05,0.000151,7e-06,9e-06,9.45,United States,"CloudFlare, Inc.",Afilias Global Registry Services,2,Safe
shqiperia-sot.al,Unknown,595.0,Unknown,3571.0,Unknown,0,7,11,0,0,0,38853,9.6e-05,5.3e-05,3e-06,3e-06,0.955,United States,"New Dream Network, LLC",Unknown,1,Risky
shkodra.news,Unknown,2661.0,Unknown,6121.0,Unknown,0,7,11,0,0,0,28489,0.000191,0.000172,9e-06,1.1e-05,1.91,United States,"CloudFlare, Inc.",Unknown,2,Risky
klankosova.tv,Good,4722.0,Excellent,12752.0,Good,0,251,721,40,0,0,15106,0.000191,0.000344,1.4e-05,2e-05,2.865,United States,"CloudFlare, Inc.","REGISTER.COM, INC.",2,Safe
google.dz,Excellent,3031816.0,Excellent,18372811.0,Excellent,222,7,1170,20,0,167,243,0.24288,0.24336,0.037728,0.034685,5.8464,United States,Google Inc.,Unknown,1,Risky
ouedkniss.com,Excellent,258996.0,Excellent,3056152.0,Excellent,1,3,1210,19,0,1,559,0.02016,0.020352,0.006202,0.005624,11.52,France,OVH SAS,OVH,3,Safe
google.fr,Excellent,25171130.0,Excellent,223519641.0,Excellent,4280,4,588000,124,0,6170,25,1.9584,2.00736,0.394944,0.405984,7.5744,United States,Google Inc.,AFNIC,1,Safe
ency-education.com,Good,174182.0,Excellent,1553715.0,Good,3,7,39,19,0,14,5220,0.01248,0.01248,0.002851,0.002444,9.504,United States,"Weebly, Inc.","REGISTER.COM, INC.",1,Safe
djelfa.info,Excellent,153697.0,Excellent,579438.0,Excellent,1,65,290,19,0,14,3418,0.01248,0.012672,0.001229,0.001066,3.84,Germany,OVH GmbH,Afilias Global Registry Services,1,Safe
kooora.com,Excellent,1588768.0,Excellent,9691491.0,Excellent,281,820,5760,86,0,69,458,0.12672,0.13152,0.020544,0.018134,6.0864,United States,Incapsula Inc,"REGISTER.COM, INC.",1,Safe
elkhadra.com,Good,75084.0,Good,105119.0,Good,108,374,236,19,0,14,6178,0.00624,0.006259,0.000221,0.000217,1.44,Germany,Hetzner Online GmbH,"NAME.COM, INC.",1,Safe
uptodown.com,Excellent,1792876.0,Excellent,4984195.0,Excellent,1,7,5650,30,0,223,104,0.1584,0.14496,0.01104,0.009481,2.6208,United States,"Akamai Technologies, Inc.","INTERDOMINIOS, INC.",1,Safe
onec.dz,Good,175433.0,Excellent,663138.0,Good,4,2,10,11,0,14,19599,0.01528,0.011365,0.001452,0.000955,3.7245,Algeria,TELECOM ALGERIA,Unknown,1,Risky
yalla-shoot.com,Unknown,1046846.0,Unknown,3025386.0,Unknown,1,180,718,19,0,14,796,0.085152,0.1008,0.005126,0.006956,2.544,United States,"CloudFlare, Inc.","ENOM, INC.",2,Risky
blpmovies.com,Unknown,1562321.0,Unknown,2671570.0,Unknown,1,7,1230,19,0,14,1116,0.1103999999999999,0.10944,0.004358,0.003955,1.6704,United States,"Amazon.com, Inc.","GODADDY.COM, LLC",2,Risky
echoroukonline.com,Excellent,217782.0,Excellent,564055.0,Excellent,21,4,253,9,0,14,6043,0.01632,0.015264,0.001142,0.000902,2.592,United Kingdom,OVH Ltd,OVH,1,Safe
autobip.com,Good,29484.0,Excellent,153320.0,Good,1,7,79,3,0,14,6009,0.00192,0.002438,0.000211,0.000306,4.512,France,OVH SAS,OVH,1,Safe
mawdoo3.com,Good,1091171.0,Excellent,2302370.0,Good,1,47,298000,125,0,1,936,0.08448,0.0890879999999999,0.004003,0.004454,2.0256,United States,Fastly,"GODADDY.COM, LLC",4,Safe
elkhabar.com,Excellent,159876.0,Excellent,447654.0,Excellent,3,5,1080,19,0,3,6652,0.01248,0.012864,0.000924,0.000843,2.88,United States,"CloudFlare, Inc.","ONLINENIC, INC.",2,Safe
txxx.com,Good,2436961.0,Very poor,7383994.0,Good,1,7,1250,19,0,114,78,0.17952,0.20544,0.011904,0.014525,2.8031999999999995,United States,"CloudFlare, Inc.","ENOM, INC.",2,Safe
popads.net,Poor,18266216.0,Poor,39637688.0,Poor,1,7,48,3,0,23,59,1.4489872340425534,1.472251914893617,0.0694355744680851,0.0721902872340425,1.968204255319149,United States,"Total Uptime Technologies, LLC","ENOM, INC.",2,Safe
xhamster.com,Excellent,10203982.0,Very poor,91325643.0,Excellent,1,233000,6770,135,0,90100,75,0.92064,0.847488,0.2064,0.177408,8.4288,Netherlands,Advanced Hosters B.V.,"ENOM, INC.",2,Safe
adf.ly,Excellent,7121374.0,Good,22859613.0,Excellent,1,269000,1650,879,1,619,106,0.6624,0.60384,0.056832,0.04751,3.2256,United States,"CloudFlare, Inc.",Libya ccTLD,2,Safe
startimes.com,Excellent,267299.0,Excellent,1005043.0,Excellent,17,3,386,11,0,29,3427,0.02016,0.021984,0.001872,0.001891,3.552,United States,Incapsula Inc,"NETWORK SOLUTIONS, LLC.",1,Safe
mediafire.com,Excellent,6214766.0,Excellent,13486044.0,Excellent,71,333,5650,1970,0,14000,156,0.5808,0.506976,0.03216,0.02545,2.0832,United States,"MediaFire, LLC","GODADDY.COM, LLC",2,Safe
bongacams.com,Poor,2789508.0,Very poor,6973771.0,Poor,1,1380,3970,19,0,14,81,0.21312,0.227424,0.011808,0.013229,2.3328,United States,"Reflected Networks, Inc.","ENOM, INC.",1,Safe
pornhub.com,Excellent,23049255.0,Very poor,68917274.0,Excellent,1,3070,18200,280,2,64800,38,2.112,1.8028800000000005,0.16416,0.126912,2.9184,Netherlands,ded1001,EURODNS S.A,1,Safe
edu-dz.com,Unknown,139136.0,Unknown,388190.0,Unknown,1,7,2,19,0,14,19527,0.008404,0.00786,0.000531,0.000532,2.674,United States,Google Inc.,"GODADDY.COM, LLC",1,Risky
newtabtv.com,Poor,3125321.0,Very poor,4281690.0,Poor,1,7,1,19,0,14,493,0.30432,0.23136,0.011136,0.007437,1.4016,United States,Hamza Kaya,"GODADDY.COM, LLC",1,Safe
poste.dz,Good,88363.0,Excellent,386150.0,Good,4,7,1230,19,0,1,10006,0.008309,0.007287,0.000879,0.000753,4.011,Algeria,plateforme de services en 2012,Unknown,1,Risky
ennaharonline.com,Excellent,131170.0,Excellent,321367.0,Excellent,1,1,298,11,0,14,10070,0.009073,0.009053,0.000602,0.000512,2.483,France,OVH SAS,OVH,1,Safe
stream-it.online,Unknown,1550257.0,Unknown,1999831.0,Unknown,1,7,1230,3,0,14,936,0.10368,0.12096,0.003101,0.00359,1.2384,United States,Microsoft Corporation,Unknown,1,Risky
iwanttodeliver.com,Unknown,6684419.0,Unknown,7486548.0,Unknown,1,7,1230,19,0,14,217,0.48768,0.528672,0.012864,0.0139099999999999,1.0656,Netherlands,Amsterdam ServerStack,"ENOM, INC.",6,Risky
e-onec.com,Unknown,107807.0,Unknown,361155.0,Unknown,1,7,1230,19,0,14,33659,0.012415,0.004956,0.000938,0.000366,3.247,United States,Google Inc.,"GODADDY.COM, LLC",1,Risky
torrent9.biz,Good,1060417.0,Unsatisfactory,7486548.0,Good,1,7,1230,19,0,14,707,0.096,0.085152,0.017952,0.014467,6.815999999999999,United States,"CloudFlare, Inc.",NEULEVEL,2,Safe
dailymotion.com,Excellent,7343410.0,Excellent,27464354.0,Excellent,32,36,99000,2230,0,5580,109,0.67392,0.621312,0.062784,0.055363,3.504,France,DailyMotion S.A.,SAFEBRANDS SAS,1,Safe
doubleclick.net,Good,4500636.0,Good,6255883.0,Good,48,3,3660,66,0,14,228,0.36,0.362496,0.011328,0.012221,1.3248,United States,Google Inc.,MARKMONITOR INC.,1,Safe
clicksgear.com,Poor,14492889.0,Very poor,21449476.0,Poor,1,7,1230,19,0,14,99,1.392,1.09824,0.05664,0.037219,1.5264,United States,Webair Internet Development Company Inc.,"ENOM, INC.",1,Safe
google.ad,Excellent,28326.0,Excellent,266275.0,Excellent,1,130,22,4,0,361,29284,0.002197,0.002101,0.000267,0.00045,4.584,Unknown,Unknown,Unknown,1,Risky
hola.com,Excellent,242618.0,Good,948637.0,Excellent,953,11,15400,252,0,11,348,0.0192,0.018432,0.002544,0.001584,4.992,Spain,Hola Madrid Spain,"NETWORK SOLUTIONS, LLC.",1,Safe
