Website,Trustworthiness,Avg_Daily_Visitors,Child_Safety,Avg_Daily_Pageviews,Privacy,Facebook_likes,Twitter_mentions,Google_pluses,LinkedIn_mentions,Pinterest_pins,StumbleUpon_views,Traffic_Rank,Reach_Day,Month_Average_Daily_Reach,Daily_Pageviews,Month_Average_Daily_Pageviews,Daily_Pageviews_per_user,Location,Hosted_by,Registrar,subnetwork_count,Status
chomikuj.pl,Excellent,387489.0,Good,1538332.0,Excellent,1,218,472,71,0,10,2619,0.03168,0.030432,0.003062,0.002784,3.648,United States,"CloudFlare, Inc.",NASK,2,Safe
money.pl,Excellent,447189.0,Excellent,769165.0,Excellent,4,93,1040,184,0,4,3100,0.024,0.032544,0.001152,0.001296,1.728,Poland,Wirtualna Polska SA,NASK,1,Safe
centrum24.pl,Excellent,239949.0,Excellent,2133154.0,Excellent,10,1,12,2,0,93,3766,0.01248,0.018336,0.002467,0.004073,7.392,Poland,Bank Zachodni WBK S.A.,NASK,1,Safe
librus.pl,Excellent,263337.0,Excellent,1943426.0,Excellent,10,3,313,76,0,93,3515,0.02208,0.017856,0.003494,0.002957,6.24,United States,"CloudFlare, Inc.",NASK,2,Safe
pudelek.pl,Good,330379.0,Unsatisfactory,984532.0,Good,1380,3,796,76,1,223,3813,0.02592,0.026784,0.002198,0.001776,3.168,Poland,o2 Sp. Z.o.o.,NASK,1,Safe
sport.pl,Excellent,335352.0,Excellent,881977.0,Excellent,1,93,1590,1,0,93,3703,0.024,0.02496,0.002141,0.001651,3.36,Poland,Portal addressing of Agora SA,NASK,1,Safe
gemius.pl,Unsatisfactory,921008.0,Unsatisfactory,948637.0,Unsatisfactory,10,1,3,5,0,93,2004,0.069024,0.068832,0.001814,0.001661,0.96,Poland,GEMIUS SA,NASK,1,Safe
olx.pt,Good,254919.0,Good,2225453.0,Good,1,20,3700,108,0,12,3264,0.01728,0.020544,0.003744,0.004186,8.064,United States,"Akamai Technologies, Inc.",FCCN,1,Safe
portaldasfinancas.gov.pt,Excellent,145534.0,Excellent,1205027.0,Excellent,15,17,5,39,0,90,5952,0.00864,0.01392,0.001776,0.00263,7.872,Portugal,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Unknown,1,Risky
bet.pt,Unsatisfactory,252872.0,Unknown,442526.0,Unsatisfactory,15,138,3,7,0,90,5836,0.01632,0.01968,0.000634,0.000777,1.536,Portugal,"NOS COMUNICACOES, S.A.",FCCN,1,Safe
iol.pt,Good,212999.0,Good,553799.0,Good,13,1,253,31,0,71,5412,0.01248,0.018528,0.000912,0.001094,2.784,Portugal,Customer Reference Id 3609,FCCN,1,Safe
cgd.pt,Excellent,128644.0,Excellent,733271.0,Excellent,15,1,612,28,0,7,6944,0.006144,0.010848,0.00096,0.001507,6.048,Portugal,"CAIXA GERAL DE DEPOSITOS, SA",FCCN,1,Safe
acesso.gov.pt,Good,195409.0,Excellent,433810.0,Good,15,2,4300,248,0,90,9137,0.01632,0.014784,0.000816,0.000771,2.112,Portugal,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Unknown,1,Risky
jn.pt,Excellent,194123.0,Excellent,407657.0,Excellent,4,138,15100,36,0,90,6962,0.01344,0.015072,0.000634,0.000783,1.92,United Kingdom,GLOBAL NOTICIAS,FCCN,4,Safe
publico.pt,Excellent,237084.0,Excellent,403043.0,Excellent,1420,156,8370,255,0,58,5973,0.01344,0.018528,0.000605,0.000744,1.632,Portugal,"Miauger - Organizacao e Gestao de Leiloes Electronicos, SA.",FCCN,1,Safe
cmjornal.pt,Good,220067.0,Good,528160.0,Good,15,138,1400,1,0,90,7413,0.01632,0.014208,0.00095,0.000841,2.4,Portugal,"NOS COMUNICACOES, S.A.",FCCN,1,Safe
gearbest.com,Good,2453591.0,Good,13004032.0,Good,2,3,4210,59,0,31,337,0.18912,0.19296,0.02448,0.02424,5.0112,United States,"Akamai Technologies, Inc.",HICHINA ZHICHENG TECHNOLOGY LTD.,1,Safe
observador.pt,Good,180754.0,Excellent,433810.0,Good,2,565,3210,239,0,2,9128,0.01728,0.01152,0.00096,0.000615,2.112,Ireland,Amazon Data Services Ireland Limited,FCCN,2,Safe
tugaflix.com,Unsatisfactory,103487.0,Poor,569182.0,Unsatisfactory,15,52,4300,248,0,2,9300,0.008064,0.008938,0.00096,0.001152,5.088,United States,"CloudFlare, Inc.","ENOM, INC.",2,Safe
dn.pt,Excellent,164358.0,Excellent,312281.0,Excellent,4,138,3730,1,0,10,7509,0.01344,0.013728,0.000653,0.000624,2.016,United Kingdom,GLOBAL NOTICIAS,FCCN,4,Safe
custojusto.pt,Excellent,75961.0,Excellent,698845.0,Excellent,3,138,2450,95,0,4,10852,0.005539,0.005864,0.001433,0.001385,9.359,Portugal,Claranet Portugal Telecomunicacoes S.A.,FCCN,1,Safe
google.com.pr,Excellent,646099.0,Excellent,4522695.0,Excellent,107,222,398,15,0,248,1209,0.05088,0.051552,0.008688,0.00843,6.432,United States,Google Inc.,Unknown,1,Risky
elnuevodia.com,Excellent,92441.0,Excellent,379009.0,Excellent,56,60,21400,593,2,135,9985,0.006781,0.008194,0.000697,0.000783,3.82,United States,"CloudFlare, Inc.","NETWORK SOLUTIONS, LLC.",5,Safe
rapeton.com,Unknown,9901.0,Unknown,16833.0,Unknown,3,13,777,215,0,124,14219,0.001337,0.000611,5.3e-05,2.4e-05,1.528,United States,"CloudFlare, Inc.","DOMAIN.COM, LLC",2,Risky
clasificadosonline.com,Excellent,37708.0,Excellent,490212.0,Excellent,3,477,1420,60,0,21,23288,0.002388,0.00255,0.000592,0.000857,9.168,United States,"INETu, Inc.","GODADDY.COM, LLC",1,Safe
primerahora.com,Excellent,57302.0,Excellent,171906.0,Excellent,8,234,24400,1530,0,43,17856,0.004011,0.004985,0.000229,0.000352,2.101,United States,"CloudFlare, Inc.","NETWORK SOLUTIONS, LLC.",5,Safe
bancopopular.com,Excellent,47509.0,Excellent,242300.0,Excellent,1,222,73,215,0,124,26334,0.002579,0.003066,0.000296,0.000358,4.393,Puerto Rico,Banco Popular,MARKMONITOR INC.,1,Safe
pr.gov,Excellent,33885.0,Excellent,142319.0,Excellent,3,4,72,12,0,124,28389,0.003247,0.002435,0.000267,0.00022,3.5335,Puerto Rico,Office of Management and Budget,Unknown,1,Risky
superpagespr.com,Good,5719.0,Good,18874.0,Good,20,3,201,14,0,1,34678,9.6e-05,0.000363,6e-06,3.2e-05,1.91,Puerto Rico,Puerto Rico Telephone Company,"CSC CORPORATE DOMAINS, INC.",1,Safe
dde.pr,Unknown,17384.0,Unknown,132118.0,Unknown,3,222,15000,215,0,124,47414,0.001719,0.001337,0.000306,0.00023,7.449,Puerto Rico,Office of Management and Budget,Unknown,1,Risky
gobierno.pr,Excellent,29428.0,Good,76516.0,Excellent,3,222,72,215,0,47,38423,0.001433,0.002044,9.6e-05,0.000122,2.674,Puerto Rico,Office of Management and Budget,Unknown,1,Risky
upr.edu,Excellent,27973.0,Excellent,86718.0,Excellent,3,117,8,4,0,1,33261,0.002101,0.00191,0.000143,0.000131,2.5785,Puerto Rico,University of Puerto Rico,EDUCASE,1,Safe
noticiasprtv.com,Unknown,2040.0,Unknown,2040.0,Unknown,3,57,15000,215,0,124,37089,9.6e-05,7.8e-05,3e-06,2e-06,0.955,Canada,Doteasy Technology Inc.,"IN2NET NETWORK, INC.",1,Risky
elvocero.com,Good,24560.0,Good,66313.0,Good,81,36100,626,131,0,124,43939,0.001433,0.001948,0.000105,0.00013,2.9605,United States,Amazon Technologies Inc.,"GODADDY.COM, LLC",2,Safe
google.com.qa,Excellent,7209554.0,Excellent,23533916.0,Excellent,80,61,234,11,0,24,4596,0.02016,0.019488,0.001344,0.00119,2.592,United States,Google Inc.,Unknown,1,Risky
qatarliving.com,Good,165798.0,Excellent,1989576.0,Good,396,66,55,15,0,282,4825,0.01248,0.013344,0.003562,0.003494,10.56,United States,"CloudFlare, Inc.","DNC HOLDINGS, INC.",2,Safe
qatarairways.com,Excellent,409692.0,Excellent,1589609.0,Excellent,1,8,107000,36,0,151,2290,0.024,0.036384,0.002851,0.003005,4.416,United States,"Akamai Technologies, Inc.","GODADDY.COM, LLC",1,Safe
moi.gov.qa,Good,7209554.0,Excellent,23533916.0,Good,2,47,6,50,0,121,6341,0.76704,0.729168,0.053568,0.0472994999999999,2.6304,Qatar,Unknown,Unknown,1,Risky
blogspot.qa,Unknown,122425.0,Unknown,293820.0,Unknown,94200,86,11700000,50,0,121,9058,0.008544,0.010272,0.000422,0.000516,2.016,United States,Google Inc.,Unknown,1,Risky
qu.edu.qa,Excellent,7209554.0,Excellent,23533916.0,Excellent,2,86,2070,11,0,1,12185,0.006494,0.006246,0.00191,0.001261,11.46,Qatar,Qatar University,Unknown,1,Risky
gov.qa,Good,7209554.0,Excellent,23533916.0,Good,2,86,3665,2,0,121,149,0.76704,0.729168,0.053568,0.0472994999999999,2.6304,Qatar,Unknown,Unknown,1,Risky
quant-code.com,Very poor,117324.0,Unknown,140789.0,Very poor,2,86,3665,50,0,121,19711,9.6e-05,0.008089,4e-06,0.000227,0.955,United Kingdom,Rackspace Ltd.,NAMECHEAP INC.,1,Safe
gulf-times.com,Good,67491.0,Excellent,175476.0,Good,2,86,117,96,0,5500,17541,0.006303,0.005873,0.000401,0.00033,2.483,United States,"CloudFlare, Inc.","ENOM, INC.",2,Safe
fingta.com,Unknown,213535.0,Unknown,298949.0,Unknown,2,86,3665,50,0,121,6361,0.0144,0.020736,0.000422,0.000682,1.248,France,OVH SAS,"GODADDY.COM, LLC",1,Risky
islandmob.com,Very poor,218450.0,Very poor,286170.0,Very poor,2,86,3665,50,0,121,10558,0.010505,0.012702,0.000334,0.000392,1.337,United States,Marvel Media Sdn Bhd,TUCOWS DOMAINS INC.,1,Safe
ac-reunion.fr,Excellent,12044.0,Excellent,43359.0,Excellent,1,3,6,41,0,6,69789,0.001146,0.000955,0.000105,7.3e-05,3.629,France,24 Avenue Georges Brassens,AFNIC,1,Safe
uptobox.com,Excellent,1471909.0,Excellent,2840786.0,Excellent,1,1910,117,3,0,6,947,0.1056,0.11616,0.004406,0.005347,1.824,United States,"CloudFlare, Inc.",INTERNET DOMAIN SERVICE BS CORP,2,Safe
secretsdujeu.com,Unsatisfactory,19304.0,Poor,32818.0,Unsatisfactory,260,3,89,41,0,1,3666,0.00096,0.00144,3.7e-05,5.6e-05,0.96,United States,"Amazon.com, Inc.","GODADDY.COM, LLC",8,Safe
linfo.re,Good,9933.0,Good,18874.0,Good,10,9,1120,79,0,6,85696,0.000764,0.000955,3.6e-05,4.1e-05,1.91,France,Bloc d'IP pour envoyer des NewsLetter,AFNIC,2,Safe
wish.com,Excellent,1172796.0,Excellent,7025049.0,Excellent,12,152,136000,285,2,6,739,0.096,0.086592,0.013632,0.012307,5.76,United States,Amazon Technologies Inc.,MARKMONITOR INC.,1,Safe
zinfos974.com,Good,8030.0,Excellent,17667.0,Good,698,91,133,20,0,1,114886,0.000756,0.000633,2.9e-05,3.1e-05,1.89,France,Webzine,GANDI SAS,2,Safe
clicanoo.re,Good,4566.0,Good,9590.0,Good,1,3,193,8,0,1,141082,0.000567,0.000473,2.1e-05,2.3e-05,0.945,France,OVH SAS,AFNIC,1,Safe
google.ro,Excellent,3751063.0,Excellent,29633402.0,Excellent,2029,9,4090,307,7,3930,175,0.24096,0.322272,0.042144,0.058435,6.5856,United States,Google Inc.,MarkMonitor Inc.,1,Safe
olx.ro,Good,412670.0,Good,3974024.0,Good,31,155,5440,224,0,1,1532,0.02592,0.036288,0.006365,0.008379,9.6,Poland,Grupa Allegro Sp. z o.o.,CSC Corporate Domains,1,Safe
emag.ro,Excellent,367711.0,Excellent,2989492.0,Excellent,139,3,1720,383,0,361,2018,0.02112,0.0312,0.003878,0.006191,6.912,Romania,Host Global Limited,ICI - ROTLD,16,Safe
filelist.ro,Excellent,404027.0,Good,3010002.0,Excellent,387,84,840,13,0,190,1725,0.0336,0.035328,0.006768,0.006362,7.584,United States,"CloudFlare, Inc.",ICI - ROTLD,2,Safe
maxbet.ro,Unknown,292947.0,Very poor,316383.0,Unknown,31,129,2,226,0,164,6005,0.02304,0.026304,0.000576,0.00064,1.056,United States,"Akamai Technologies, Inc.",ICI - ROTLD,1,Safe
betano.com,Unknown,327078.0,Unknown,457909.0,Unknown,31,129,23,2,0,164,6191,0.02496,0.019488,0.000826,0.000615,1.344,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
adevarul.ro,Excellent,220313.0,Excellent,438424.0,Excellent,12,174,4580,68,0,19,5089,0.01344,0.0192,0.000672,0.00092,1.92,Romania,Host Global Limited,ICI - ROTLD,4,Safe
digi24.ro,Good,221281.0,Good,533288.0,Good,3,129,2040,179,0,8,4823,0.02304,0.017088,0.001296,0.001008,2.4,United States,Google Inc.,ICI - ROTLD,1,Safe
gsp.ro,Excellent,142059.0,Good,748654.0,Excellent,679,129,489,4,0,157,6511,0.008544,0.012384,0.001056,0.001469,4.512,Romania,Host Global Limited,ICI - ROTLD,1,Safe
stirileprotv.ro,Excellent,212399.0,Unsatisfactory,418426.0,Excellent,7780,3030,3900,388,1,4,5884,0.01536,0.017184,0.000826,0.00084,2.016,Romania,TELEKOM ROMANIA COMMUNICATION S.A,ICI - ROTLD,2,Safe
flashscore.ro,Excellent,95212.0,Excellent,784548.0,Excellent,44,129,7100,2,0,27,7402,0.008832,0.009408,0.002016,0.001776,8.832,Czech Republic,Livesport,ICI - ROTLD,1,Safe
hotnews.ro,Excellent,150373.0,Excellent,378942.0,Excellent,3,2,559,144,0,79,6739,0.008352,0.01392,0.000547,0.000815,2.496,Romania,HotNews.ro SRL,Webdev SRL,1,Safe
google.com.ua,Excellent,5114024.0,Excellent,32422910.0,Excellent,29,4,3920,229,0,45,171,0.52416,0.36432,0.076195,0.053117,5.472,United States,Google Inc.,Internet Invest Ltd,1,Safe
filmeserialeonline.org,Unknown,135885.0,Very poor,815316.0,Unknown,31,129,13,226,0,164,7133,0.01056,0.011136,0.001507,0.001584,6.24,Romania,NSHOST-SRL,Public Interest Registry,1,Safe
digisport.ro,Excellent,132408.0,Excellent,386633.0,Excellent,336,129,60,3,0,12,8834,0.01344,0.011136,0.000922,0.000753,2.976,Romania,RCS & RDS Business,ICI - ROTLD,2,Safe
libertatea.ro,Excellent,142996.0,Poor,277412.0,Excellent,32,129,1030,21,0,1650,8358,0.007872,0.01248,0.000461,0.000591,2.208,Romania,Ringier Print SRL,ICI - ROTLD,9,Safe
dexonline.ro,Excellent,126048.0,Excellent,286129.0,Excellent,31,103,6430,4,0,461,9171,0.007008,0.010368,0.000499,0.000575,2.688,Romania,Elvsoft SRL,ICI - ROTLD,1,Safe
avito.ru,Excellent,4165305.0,Excellent,52816066.0,Excellent,1,58,26400,127,0,1,142,0.312,0.329664,0.101568,0.09817,12.288,Russian Federation,KEH eCommerce LLC,RU-CENTER-RU,1,Safe
sberbank.ru,Excellent,2428104.0,Excellent,15588430.0,Excellent,2,21,540,215,0,5,314,0.16608,0.187488,0.026208,0.028032,6.1056,Russian Federation,"OJSC ""Sberbank of Russia""",RU-CENTER-RU,1,Safe
drom.ru,Excellent,1144711.0,Excellent,15911481.0,Excellent,2,131,177000,24,0,1,545,0.085632,0.090346,0.031008,0.029693,13.632,Russian Federation,Amayama network,R01-RU,3,Safe
ria.ru,Excellent,1586866.0,Excellent,3856085.0,Excellent,2,4690,2640,150,0,1,589,0.14112,0.1296,0.007718,0.007458,2.3328,Russian Federation,"""HLL"" LLC",RU-CENTER-RU,1,Safe
gosuslugi.ru,Excellent,721187.0,Excellent,3923259.0,Excellent,2,19,648,65,0,2,1343,0.04272,0.050602,0.00553,0.006397,5.0112,Russian Federation,PJSC Rostelecom,RU-CENTER-RU,1,Safe
hh.ru,Excellent,704165.0,Excellent,4393988.0,Excellent,2,531,87,1390,0,5,1094,0.038688,0.053184,0.004685,0.007552,4.56,Russian Federation,Limited Liability Company HeadHunter,RU-CENTER-RU,1,Safe
rbc.ru,Excellent,1312036.0,Excellent,2794636.0,Excellent,17,7,525000,173,2,17,764,0.09984,0.10176,0.004896,0.005027,1.8528,Russian Federation,ROSBUSINESSCONSULTING CJSC,R01-RU,2,Safe
fb.ru,Excellent,1061054.0,Good,1379370.0,Excellent,2,32,59,11,0,5,1266,0.091776,0.088224,0.002698,0.002717,1.2384,Russian Federation,"OOO ""Network of data-centers ""Selectel""",RU-CENTER-RU,1,Safe
wildberries.ru,Excellent,503589.0,Excellent,4834464.0,Excellent,2,2,1110,49,0,5,1404,0.040992,0.040224,0.011136,0.009402,10.272,Russian Federation,ffivfiv,RU-CENTER-RU,1,Safe
yaplakal.com,Excellent,775332.0,Unsatisfactory,7737809.0,Excellent,4,18,10200,4,0,13,852,0.058656,0.06096,0.013824,0.014429,8.8416,Germany,Fornex Hosting S.L.,TUCOWS DOMAINS INC.,1,Safe
pochta.ru,Good,730570.0,Good,1358860.0,Good,2,131,313,90,0,6,1403,0.04896,0.062016,0.002189,0.002658,1.728,Russian Federation,TrustInfo LLC,R01-RU,6,Safe
lenta.ru,Excellent,1280607.0,Excellent,4917534.0,Excellent,2,16000,1360,539,11,215,673,0.09696,0.09792,0.00888,0.008467,3.456,Russian Federation,Gazeta Project Services,RU-CENTER-RU,4,Safe
mts.ru,Excellent,546332.0,Excellent,2371082.0,Excellent,2,3,952,110,0,1,1561,0.043584,0.04416,0.005184,0.004667,4.4832,Russian Federation,OOO Quantum Art,RU-CENTER-RU,1,Safe
narod.ru,Good,1195503.0,Poor,2092131.0,Good,2,70,84,7,0,5,933,0.082464,0.091488,0.003955,0.003799,1.8048,Russian Federation,Compubyte Limited,RU-CENTER-RU,1,Safe
championat.com,Excellent,690540.0,Excellent,3625335.0,Excellent,2,3,330000,113,0,5,1355,0.0528,0.050208,0.006288,0.006211,5.088,Russian Federation,SUP projects,"REGIONAL NETWORK INFORMATION CENTER, JSC DBA RU-CENTER",4,Safe
kp.ru,Excellent,1040816.0,Excellent,1748570.0,Excellent,449,272,189000,19,0,4,1039,0.074592,0.081984,0.003072,0.003156,1.5456,Russian Federation,Komsomolskaya Pravda CJSC,RU-CENTER-RU,9,Safe
blogspot.ru,Excellent,832212.0,Excellent,1522948.0,Excellent,94200,131,251,486,0,5,1368,0.061152,0.064022,0.002803,0.002819,1.7664,United States,Google Inc.,RU-CENTER-RU,1,Safe
mos.ru,Excellent,581935.0,Excellent,2903858.0,Excellent,2,86,108,84,0,12,1816,0.031008,0.040838,0.003946,0.004575,4.7904,Russian Federation,"Open Joint Stock Company ""Electronic Moscow""",RU-CENTER-RU,1,Safe
rp5.ru,Excellent,892149.0,Excellent,1097343.0,Excellent,2,243,194,1,0,5,1844,0.072192,0.068131,0.002256,0.001966,1.1808,Russian Federation,Selectel Ltd.,RU-CENTER-RU,1,Safe
ozon.ru,Excellent,602236.0,Excellent,2782330.0,Excellent,6,21500,3100,202,0,74,1347,0.04464,0.048576,0.005318,0.005477,4.4928,Russian Federation,"OOO ""Internet Resheniya""",RU-CENTER-RU,1,Safe
ucoz.ru,Good,851082.0,Good,2051109.0,Good,755,1,9120,30,0,5,1092,0.053952,0.066048,0.003542,0.00376,2.4672,Russian Federation,Compubyte Limited,RU-CENTER-RU,1,Safe
google.rw,Excellent,104204.0,Excellent,535612.0,Excellent,2,122,18,6,0,3,9670,0.008309,0.008213,0.001051,0.000984,4.8705,United States,Google Inc.,Unknown,1,Risky
ukwezi.com,Unknown,7287.0,Unknown,20404.0,Unknown,2,122,1,17,0,4,27038,0.000563,0.000955,5e-05,7.4e-05,3.629,United States,"GoDaddy.com, LLC",PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM,1,Risky
umuryango.rw,Unknown,9035.0,Unknown,31626.0,Unknown,19,11,5,2,0,4,45515,0.000344,0.000697,2.8e-05,5.6e-05,3.056,United States,WEBSITEWELCOME.COM,Unknown,1,Risky
umuseke.rw,Unsatisfactory,18704.0,Very poor,44889.0,Unsatisfactory,2,22,62,17,0,4,57340,0.00191,0.001433,9.6e-05,8.9e-05,1.91,United States,"GoDaddy.com, LLC",Unknown,1,Risky
rra.gov.rw,Good,11965.0,Good,96920.0,Good,2,2,1,3,0,4,81635,0.000764,0.000726,0.000134,0.000115,6.685,Rwanda,Kalisimbi,Unknown,1,Risky
ur.ac.rw,Excellent,9614.0,Excellent,60572.0,Excellent,2,12,63,17,0,4,107293,0.000387,0.00069,4.3e-05,9.3e-05,4.2525,Rwanda,National University of Rwanda,Unknown,1,Risky
jobinrwanda.com,Unknown,7886.0,Unknown,25238.0,Unknown,1,70,1,169,0,4,98604,0.000699,0.000638,4e-05,5.7e-05,2.3625,Unknown,Haisoft SARL,KEY-SYSTEMS GMBH,1,Risky
irembo.gov.rw,Unknown,4787.0,Unknown,46438.0,Unknown,2,121,1,63,0,4,129422,0.000425,0.00035,0.000113,7.5e-05,10.395,Rwanda,BSC,Unknown,1,Risky
kigalitoday.com,Unknown,7183.0,Unknown,18676.0,Unknown,2,123,226,1,0,4,106500,0.000539,0.000624,2.9e-05,3.5e-05,2.268,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
imirasire.com,Unknown,14236.0,Unknown,55523.0,Unknown,2,3370,9,17,0,4,97170,0.000699,0.000765,4e-05,6.2e-05,2.3625,United States,"QuadraNet, Inc","GODADDY.COM, LLC",1,Risky
bwiza.com,Unknown,6118.0,Unknown,20190.0,Unknown,2,681,2,17,0,4,119509,0.000473,0.000501,5.2e-05,4.2e-05,3.78,United States,"GoDaddy.com, LLC","GODADDY.COM, LLC",1,Risky
newtimes.co.rw,Excellent,1350652.0,Excellent,6819937.5,Excellent,2,147,234,3,0,1,65979,0.000802,0.001242,5.1e-05,5.7e-05,2.3875,United States,WEBSITEWELCOME.COM,Unknown,1,Risky
tohoza.com,Unknown,4416.0,Unknown,10600.0,Unknown,2,2800,18,17,0,4,182921,0.000293,0.000331,1.8e-05,2e-05,2.457,Switzerland,Net4all,NAMEBAY,1,Risky
ruhagoyacu.com,Unknown,4038.0,Unknown,10094.0,Unknown,1,1430,226,17,0,4,204962,0.000378,0.000265,2.8e-05,1.7e-05,3.1185,United States,WEBSITEWELCOME.COM,1&1 INTERNET SE,1,Risky
rwandapaparazzi.rw,Unknown,3187.0,Unknown,12114.0,Unknown,2,10,87,17,0,4,220164,0.000302,0.000246,2.3e-05,2.3e-05,3.213,France,OVH SAS,Unknown,1,Risky
mineduc.gov.rw,Good,2065.0,Unknown,18171.0,Good,2,9,5,17,0,1,292980,0.000142,0.000113,3.9e-05,1.5e-05,11.34,Rwanda,Kalisimbi,Unknown,1,Risky
google.com.vc,Excellent,6697828.0,Excellent,15988397.0,Excellent,4,83,174,1,0,6,35400,0.001624,0.001939,0.000191,0.00025,4.4885,United States,Google Inc.,Unknown,1,Risky
stluciatimes.com,Unknown,3212.0,Unknown,7067.0,Unknown,1,9,2,191,0,1,202434,0.00034,0.000312,1.7e-05,1.6e-05,1.89,United States,"CloudFlare, Inc.","GODADDY.COM, LLC",2,Risky
stlucianewsonline.com,Good,5552.0,Unknown,11105.0,Good,1,17,140,5,0,61,126350,0.000387,0.000435,1.5e-05,2.1e-05,1.89,United States,"Liquid Web, L.L.C","GODADDY.COM, LLC",1,Safe
netteller.com,Excellent,588047.0,Excellent,3204858.0,Excellent,1,44,2270,1,0,61,1319,0.04704,0.047328,0.006326,0.006076,5.088,United States,"Jack Henry & Associates, Inc.","NETWORK SOLUTIONS, LLC.",1,Safe
espnfc.com,Excellent,325247.0,Excellent,569182.0,Excellent,10,15600,1250,200,0,1,3794,0.02496,0.03024,0.000922,0.001219,1.536,United States,"Disney Worldwide Services, Inc.","CSC CORPORATE DOMAINS, INC.",1,Safe
govt.lc,Unknown,901.0,Unknown,2523.0,Unknown,1,83,2,13,0,61,405652,1.9e-05,9.5e-05,3e-06,8e-06,5.67,United States,"Ministry of the Public Service, Information & Broadcasting",Unknown,1,Risky
cashcapitalsystem.com,Poor,22259.0,Very poor,24484.0,Poor,1,83,2270,191,0,61,11338,0.002961,0.003018,7.9e-05,7.9e-05,1.0505,United States,"CloudFlare, Inc.",DANESCO TRADING LTD.,2,Safe
news784.com,Unknown,729.0,Unknown,2040.0,Unknown,4,140,1565,140,0,106,94762,7.6e-05,6.1e-05,4e-06,4e-06,1.91,United States,"Colo4, LLC","GODADDY.COM, LLC",1,Risky
iwnsvg.com,Unknown,2624.0,Unknown,6561.0,Unknown,0,140,5,140,0,106,301949,9.5e-05,0.000161,2.9e-05,9e-06,8.505,United States,Unified Layer,"FASTDOMAIN, INC.",1,Risky
putlocker.ac,Unsatisfactory,586966.0,Excellent,1379370.0,Unsatisfactory,0,140,17,140,0,1,1578,0.0384,0.04896,0.002045,0.002794,2.208,United States,"CloudFlare, Inc.",Unknown,2,Risky
novelplanet.com,Unknown,21825.0,Unknown,305553.0,Unknown,0,140,55,140,0,1,41809,0.002197,0.001624,0.000917,0.000431,17.19,United States,"CloudFlare, Inc.",GRANSY S.R.O D/B/A SUBREG.CZ,2,Risky
tunein.com,Excellent,733030.0,Excellent,1092215.0,Excellent,20,222000,223000,16600,0,1790,1620,0.05568,0.060096,0.002006,0.002122,1.536,United States,"TUNEIN, INC.",TIERRANET INC. D/B/A DOMAINDISCOVER,1,Safe
google.com.sa,Excellent,7571006.0,Excellent,64353555.0,Excellent,480,1,3300,80,0,561,91,0.60288,0.604704,0.12576,0.12384,7.8528,United States,Google Inc.,SaudiNIC,1,Safe
sabq.org,Excellent,200071.0,Excellent,468165.0,Excellent,1,20000,1960,109,0,7,602,0.01728,0.015456,0.001344,0.000843,2.88,United States,"CloudFlare, Inc.",Public Interest Registry,2,Safe
argaam.com,Good,133535.0,Excellent,512777.0,Good,1,253,30,98,0,1,1100,0.01152,0.010272,0.001056,0.000949,3.456,Ireland,Amazon Technologies Inc.,"GODADDY.COM, LLC",1,Safe
moi.gov.sa,Excellent,364552.0,Excellent,4666273.0,Excellent,1,117,48,60,0,22,2235,0.03456,0.027072,0.012096,0.007931,13.44,Saudi Arabia,Ministry of Interior,SaudiNIC,1,Safe
moe.gov.sa,Excellent,484469.0,Excellent,3071535.0,Excellent,1,82,1920,6,0,1,3083,0.03264,0.030048,0.004339,0.004399,4.992,Saudi Arabia,Ministry Of Higher Education (MOHE),SaudiNIC,1,Safe
almubasher.com.sa,Excellent,249062.0,Excellent,1743443.0,Excellent,1,56,1920,103,0,22,3407,0.0192,0.02016,0.003466,0.003254,6.72,Saudi Arabia,AlRajhi Banking & Inv.Corp,SaudiNIC,1,Safe
alriyadh.com,Excellent,132430.0,Excellent,304589.0,Excellent,10,6,269000,154,0,51,2445,0.0096,0.012576,0.000547,0.000655,2.112,Ireland,Amazon Data Services Ireland Limited,"NAME.COM, INC.",1,Safe
admobitruck.com,Unknown,419912.0,Unknown,533288.0,Unknown,1,253,1920,103,0,22,3851,0.0432,0.036672,0.001248,0.001171,1.248,United States,Zenedge LLC,"GODADDY.COM, LLC",1,Risky
ma-sh.info,Unknown,575043.0,Unknown,1610121.0,Unknown,1,253,1920,103,0,22,4641,0.049728,0.048864,0.002928,0.003264,2.496,United States,"CloudFlare, Inc.",Afilias Global Registry Services,2,Risky
haraj.com.sa,Excellent,163949.0,Excellent,2410053.0,Excellent,1,872,714,6,0,1,5051,0.01344,0.012576,0.005098,0.004218,14.4,Ireland,"Amazon.com, Inc.",SaudiNIC,1,Safe
al-marsd.com,Good,33564.0,Excellent,184599.0,Good,1,462,19,103,0,22,5234,0.00288,0.002736,0.000384,0.000337,5.76,United States,"CloudFlare, Inc.","ENOM, INC.",2,Safe
